
Run     SWR     Gain    F/B     F/R     R-a     X-a     Eff.    %Res.   %Stp  Lr      Ld      D1      D2      D3      D4      xr      xd1     xd2     xd3     xd4     

1-0     6.9888  9.27    13.75   8.32    12.652  43.03   99.95   0    	0    	1.65    1.5     1.35    1.34    1.33    1.32    -0.3    0.3     0.6     0.9     1.2     
1       6.9813  9.27    13.73   8.32    12.669  43.04   99.95   -3e-3	0.1  	1.6517  1.5     1.35    1.34    1.33    1.32    -0.3    0.3     0.6     0.9     1.2     
1       7.0469  9.27    13.77   8.33    12.713  43.68   99.95   -2e-3	0.1  	1.65    1.5015  1.35    1.34    1.33    1.32    -0.3    0.3     0.6     0.9     1.2     
1       7.1163  9.26    13.58   8.3     12.448  43.147  99.95   -0.05	0.1  	1.65    1.5     1.3514  1.34    1.33    1.32    -0.3    0.3     0.6     0.9     1.2     
1       7.0082  9.24    13.72   8.25    12.739  43.501  99.95   -0.02	0.1  	1.65    1.5     1.35    1.3413  1.33    1.32    -0.3    0.3     0.6     0.9     1.2     
1       6.973   9.26    13.74   8.29    12.666  42.97   99.95   -6e-3	0.1  	1.65    1.5     1.35    1.34    1.3313  1.32    -0.3    0.3     0.6     0.9     1.2     
1       7.1193  9.26    13.49   8.27    12.497  43.359  99.95   -0.07	0.1  	1.65    1.5     1.35    1.34    1.33    1.3213  -0.3    0.3     0.6     0.9     1.2     
1       6.9866  9.27    13.75   8.32    12.659  43.039  99.95   3.e-4	0.1  	1.65    1.5     1.35    1.34    1.33    1.32    -0.3    0.3     0.6     0.9     1.2     
1       7.0021  9.27    13.74   8.32    12.638  43.071  99.95   -3e-3	0.1  	1.65    1.5     1.35    1.34    1.33    1.32    -0.3    0.3003  0.6     0.9     1.2     
1       6.9611  9.27    13.78   8.32    12.694  42.992  99.95   8.e-3	0.1  	1.65    1.5     1.35    1.34    1.33    1.32    -0.3    0.3     0.6006  0.9     1.2     
1       7.0224  9.27    13.7    8.32    12.587  43.019  99.95   -0.01	0.1  	1.65    1.5     1.35    1.34    1.33    1.32    -0.3    0.3     0.6     0.9009  1.2     
1       6.9869  9.27    13.74   8.32    12.689  43.16   99.95   -1e-3	0.1  	1.65    1.5     1.35    1.34    1.33    1.32    -0.3    0.3     0.6     0.9     1.2012  
1-1                                                                           -0.168  -0.136  -3.124  -1.472  -0.351  -4.126  0.0158  -0.202  0.5253  -0.793  -0.087  

1-2     6.252   8.1     5.34    5.34    36.607  88.86   99.95   -1.94	5.688	1.6342  1.4884  1.1102  1.2278  1.3034  1.0102  -0.3    0.2966  0.6179  0.8594  1.194   
2       6.9813  9.27    13.73   8.32    12.669  43.04   99.95   -3e-3	0.1  	1.6517  1.5     1.35    1.34    1.33    1.32    -0.3    0.3     0.6     0.9     1.2     
2       7.0469  9.27    13.77   8.33    12.713  43.68   99.95   -2e-3	0.1  	1.65    1.5015  1.35    1.34    1.33    1.32    -0.3    0.3     0.6     0.9     1.2     
2       7.1163  9.26    13.58   8.3     12.448  43.147  99.95   -0.05	0.1  	1.65    1.5     1.3514  1.34    1.33    1.32    -0.3    0.3     0.6     0.9     1.2     
2       7.0082  9.24    13.72   8.25    12.739  43.501  99.95   -0.02	0.1  	1.65    1.5     1.35    1.3413  1.33    1.32    -0.3    0.3     0.6     0.9     1.2     
2       6.973   9.26    13.74   8.29    12.666  42.97   99.95   -6e-3	0.1  	1.65    1.5     1.35    1.34    1.3313  1.32    -0.3    0.3     0.6     0.9     1.2     
2       7.1193  9.26    13.49   8.27    12.497  43.359  99.95   -0.07	0.1  	1.65    1.5     1.35    1.34    1.33    1.3213  -0.3    0.3     0.6     0.9     1.2     
2       6.9866  9.27    13.75   8.32    12.659  43.039  99.95   3.e-4	0.1  	1.65    1.5     1.35    1.34    1.33    1.32    -0.3    0.3     0.6     0.9     1.2     
2       7.0021  9.27    13.74   8.32    12.638  43.071  99.95   -3e-3	0.1  	1.65    1.5     1.35    1.34    1.33    1.32    -0.3    0.3003  0.6     0.9     1.2     
2       6.9611  9.27    13.78   8.32    12.694  42.992  99.95   8.e-3	0.1  	1.65    1.5     1.35    1.34    1.33    1.32    -0.3    0.3     0.6006  0.9     1.2     
2       7.0224  9.27    13.7    8.32    12.587  43.019  99.95   -0.01	0.1  	1.65    1.5     1.35    1.34    1.33    1.32    -0.3    0.3     0.6     0.9009  1.2     
2       6.9869  9.27    13.74   8.32    12.689  43.16   99.95   -1e-3	0.1  	1.65    1.5     1.35    1.34    1.33    1.32    -0.3    0.3     0.6     0.9     1.2012  
2-1                                                                           -0.168  -0.136  -3.124  -1.472  -0.351  -4.126  0.0158  -0.202  0.5253  -0.793  -0.087  

2-2     1.5567  9.21    13.19   9.41    48.18   21.826  99.95   0.609	1.138	1.6468  1.4977  1.302   1.3176  1.3247  1.258   -0.3    0.2993  0.6036  0.8919  1.1988  
2-3     2.8256  8.72    8.37    8.3     82.761  61.706  99.95   -1.41	1.138	1.6437  1.4954  1.2558  1.2955  1.3194  1.199   -0.3    0.2986  0.6072  0.8838  1.1976  
